accelX,accelY,accelZ,pressure
0.02757199853658676,0.05538799986243248,0.9886879920959473,985.03759765625
0.028303999453783035,0.05685199797153473,0.9872239828109741,985.023681640625
0.02903600037097931,0.05636399984359741,0.9882000088691711,985.023681640625
0.028060000389814377,0.05538799986243248,0.9882000088691711,985.023681640625
0.02757199853658676,0.05441199988126755,0.9879559874534607,985.01806640625
0.026839999482035637,0.05538799986243248,0.9889319539070129,985.01806640625
0.029279999434947968,0.05636399984359741,0.98990797996521,985.02099609375
0.02781599946320057,0.05514399707317352,0.9911279678344727,985.02099609375
0.027327999472618103,0.05514399707317352,0.9889319539070129,985.02099609375
0.028303999453783035,0.05563199892640114,0.9886879920959473,985.017578125
0.02781599946320057,0.05514399707317352,0.9889319539070129,985.017578125
0.027327999472618103,0.05514399707317352,0.9872239828109741,985.015869140625
0.028303999453783035,0.0558759979903698,0.9894199967384338,985.015869140625
0.027327999472618103,0.05563199892640114,0.9894199967384338,985.015869140625
0.02781599946320057,0.05538799986243248,0.98990797996521,985.012939453125
0.028547998517751694,0.054655998945236206,0.9874680042266846,985.012939453125
0.02781599946320057,0.05563199892640114,0.9901520013809204,985.012939453125
0.025863999500870705,0.0558759979903698,0.990884006023407,985.016357421875
0.028547998517751694,0.054655998945236206,0.9882000088691711,985.016357421875
0.02781599946320057,0.0558759979903698,0.990884006023407,985.018310546875
0.028303999453783035,0.054899998009204865,0.9877119660377502,985.018310546875
0.03001200035214424,0.05563199892640114,0.9884439706802368,985.018310546875
0.026839999482035637,0.0558759979903698,0.98990797996521,985.0205078125
0.028303999453783035,0.05563199892640114,0.9886879920959473,985.0205078125
0.028303999453783035,0.0558759979903698,0.9882000088691711,985.0205078125
0.02781599946320057,0.05416800081729889,0.9889319539070129,985.01708984375
0.02903600037097931,0.05514399707317352,0.9894199967384338,985.01708984375
0.02903600037097931,0.0558759979903698,0.986735999584198,985.01708984375
0.028303999453783035,0.0558759979903698,0.9903959631919861,985.016357421875
0.02781599946320057,0.05685199797153473,0.9886879920959473,985.016357421875
0.028060000389814377,0.054655998945236206,0.9869799613952637,985.016357421875
0.029279999434947968,0.05563199892640114,0.9903959631919861,985.017578125
0.02903600037097931,0.0558759979903698,0.9903959631919861,985.017578125
0.02757199853658676,0.05538799986243248,0.9891759753227234,985.017578125
0.02781599946320057,0.05538799986243248,0.9891759753227234,985.023193359375
0.029523998498916626,0.05441199988126755,0.9901520013809204,985.023193359375
0.02757199853658676,0.05685199797153473,0.9877119660377502,985.023193359375
0.029767999425530434,0.05538799986243248,0.9901520013809204,985.02734375
0.028303999453783035,0.056120000779628754,0.9894199967384338,985.02734375
0.02781599946320057,0.0558759979903698,0.9874680042266846,985.02734375
0.028060000389814377,0.05538799986243248,0.9896639585494995,985.022216796875
0.029279999434947968,0.0558759979903698,0.9884439706802368,985.022216796875
0.02537599951028824,0.05441199988126755,0.9884439706802368,985.025634765625
0.028547998517751694,0.05416800081729889,0.9882000088691711,985.025634765625
0.02757199853658676,0.054655998945236206,0.9874680042266846,985.025634765625
